FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,
6017,El Dorado County,CA,57.3,110419,
54027,Hampshire County,WV,23.2,5386,
1055,Etowah County,AL,37.5,38392,
35021,Harding County,NM,54.4,340,
29057,Dade County,MO,41.1,3104,
47073,Hawkins County,TN,41.1,23329,
37023,Burke County,NC,42.7,38665,
6013,Contra Costa County,CA,72.7,838614,
2105,Hoonah-Angoon Census Area,AK,66.7,1433,
29107,Lafayette County,MO,42.2,13791,
38025,Dunn County,ND,21.8,964,
41025,Harney County,OR,43,3180,
45037,Edgefield County,SC,54.6,14895,
20037,Crawford County,KS,43.5,16893,
27161,Waseca County,MN,52.3,9733,
31059,Fillmore County,NE,48.9,2673,
56027,Niobrara County,WY,28.7,675,
19009,Audubon County,IA,55.2,3033,
26111,Midland County,MI,55,45701,
44005,Newport County,RI,71.8,58960,
5071,Johnson County,AR,45,11957,
51087,Henrico County,VA,52.2,172825,
42027,Centre County,PA,55.8,90530,
37173,Swain County,NC,50.1,7143,
39013,Belmont County,OH,42.5,28492,
21237,Wolfe County,KY,49.3,3526,
37179,Union County,NC,49.2,117909,
47167,Tipton County,TN,36.5,22504,
25007,Dukes County,MA,3.7,640,
13183,Long County,GA,7.9,1551,
41071,Yamhill County,OR,57.8,61951,
12039,Gadsden County,FL,53.5,24446,
48225,Houston County,TX,38.4,8829,
29215,Texas County,MO,30.1,7657,
46071,Jackson County,SD,41.4,1383,
29187,St. Francois County,MO,39.7,26714,
48317,Martin County,TX,28.8,1660,
37083,Halifax County,NC,48,24019,
39073,Hocking County,OH,44.1,12458,
31017,Brown County,NE,33.6,992,
26135,Oscoda County,MI,39.7,3269,
41041,Lincoln County,OR,65.8,32888,
18145,Shelby County,IN,53.3,23846,
23017,Oxford County,ME,61.5,35656,
26071,Iron County,MI,53.2,5889,
48219,Hockley County,TX,38.6,8875,
38081,Sargent County,ND,55,2143,
17093,Kendall County,IL,59.9,77265,
13291,Union County,GA,16.1,3939,
1023,Choctaw County,AL,59.8,7534,
1105,Perry County,AL,44.4,3962,
13293,Upson County,GA,37.4,9832,
22049,Jackson Parish,LA,38,5987,
1091,Marengo County,AL,50.2,9464,
21213,Simpson County,KY,46.4,8617,
21209,Scott County,KY,50,28496,
17003,Alexander County,IL,26.9,1548,
21067,Fayette County,KY,59.5,192337,
31173,Thurston County,NE,60.4,4364,
13257,Stephens County,GA,14.7,3820,
41015,Curry County,OR,51.5,11801,
40125,Pottawatomie County,OK,43.6,31686,
17153,Pulaski County,IL,36.3,1934,
37187,Washington County,NC,45.3,5246,
31127,Nemaha County,NE,45.7,3183,
46087,McCook County,SD,50.4,2814,
46137,Ziebach County,SD,25.4,700,
1013,Butler County,AL,35.8,6967,
47125,Montgomery County,TN,52.7,110188,
6099,Stanislaus County,CA,52.5,289297,
45001,Abbeville County,SC,36.8,9014,
5107,Phillips County,AR,45.1,8028,
17023,Clark County,IL,44.1,6806,
49033,Rich County,UT,42.4,1054,
37193,Wilkes County,NC,42.9,29362,
51125,Nelson County,VA,53.6,8006,
28051,Holmes County,MS,53.1,9036,
8005,Arapahoe County,CO,60.5,397104,
48373,Polk County,TX,43.2,22168,
55017,Chippewa County,WI,52.3,33811,
21157,Marshall County,KY,49.8,15498,
42067,Juniata County,PA,40.9,10137,
19155,Pottawattamie County,IA,51.8,48322,
72133,Santa Isabel Municipio,PR,64.5,13681,
50011,Franklin County,VT,33,16297,
8071,Las Animas County,CO,56.5,8198,
13065,Clinch County,GA,31.7,2098,
20043,Doniphan County,KS,43.9,3338,
2122,Kenai Peninsula Borough,AK,42.7,25048,
36077,Otsego County,NY,56.4,33570,
28095,Monroe County,MS,46.6,16432,
17167,Sangamon County,IL,59.2,115154,
29165,Platte County,MO,50.4,52612,
40023,Choctaw County,OK,32.2,4722,
48443,Terrell County,TX,50.4,391,
48427,Starr County,TX,65.1,42060,
26067,Ionia County,MI,43.3,28024,
8039,Elbert County,CO,34.1,9106,
27143,Sibley County,MN,44,6548,
37107,Lenoir County,NC,48.9,27346,
48123,DeWitt County,TX,42,8476,
18165,Vermillion County,IN,43.6,6756,
48359,Oldham County,TX,32.3,682,
13121,Fulton County,GA,30.6,325174,
46115,Spink County,SD,47.9,3055,
53073,Whatcom County,WA,65.4,150013,
34001,Atlantic County,NJ,59.7,157390,
51550,Chesapeake city,VA,42,102924,
55073,Marathon County,WI,54.6,74074,
72041,Cidra Municipio,PR,69,26432,
48195,Hansford County,TX,39.7,2142,
2261,Valdez-Cordova Census Area,AK,53.7,4946,
17117,Macoupin County,IL,50.3,22618,
15001,Hawaii County,HI,0,0,
39015,Brown County,OH,37.1,16123,
27099,Mower County,MN,56,22417,
13287,Turner County,GA,22.4,1789,
31113,Logan County,NE,20.1,150,
19041,Clay County,IA,48.3,7737,
24039,Somerset County,MD,45.2,11572,
42101,Philadelphia County,PA,58.9,933607,
39047,Fayette County,OH,39.6,11303,
13179,Liberty County,GA,42.3,25978,
48215,Hidalgo County,TX,62.4,542049,
35055,Taos County,NM,75.3,24634,
20107,Linn County,KS,32.7,3176,
78010,St. Croix Island,VI,0,20058,
72087,Loiza Municipio,PR,50.9,12494,
18043,Floyd County,IN,53,41623,
36073,Orleans County,NY,50.7,20457,
55033,Dunn County,WI,44.6,20250,
48261,Kenedy County,TX,51,206,
42033,Clearfield County,PA,47.1,37345,
28123,Scott County,MS,45.8,12870,
45035,Dorchester County,SC,48.3,78583,
48333,Mills County,TX,40.6,1980,
51183,Sussex County,VA,33.8,3775,
51660,Harrisonburg city,VA,37.4,19826,
40093,Major County,OK,45.9,3503,
55077,Marquette County,WI,49.4,7692,
13079,Crawford County,GA,19.1,2368,
55135,Waupaca County,WI,49.8,25400,
51131,Northampton County,VA,65.9,7719,
4027,Yuma County,AZ,59.5,127306,
53035,Kitsap County,WA,59.8,162217,
13161,Jeff Davis County,GA,12.1,1827,
48163,Frio County,TX,50.5,10261,
48321,Matagorda County,TX,42.5,15563,
20095,Kingman County,KS,43.9,3138,
31057,Dundy County,NE,33.7,571,
51013,Arlington County,VA,68.9,163266,
22083,Richland Parish,LA,39.5,7942,
51147,Prince Edward County,VA,30.5,6951,
32003,Clark County,NV,50.8,1150840,
55081,Monroe County,WI,48.3,22339,
35015,Eddy County,NM,41.6,24296,
26069,Iosco County,MI,53.2,13359,
31157,Scotts Bluff County,NE,37.2,13236,
42061,Huntingdon County,PA,47.9,21624,
19119,Lyon County,IA,37.8,4441,
48191,Hall County,TX,40.6,1202,
12099,Palm Beach County,FL,61,913241,
48269,King County,TX,20.6,56,
35001,Bernalillo County,NM,63.3,429739,
16069,Nez Perce County,ID,48,19385,
19093,Ida County,IA,45.7,3136,
29017,Bollinger County,MO,30.4,3686,
46003,Aurora County,SD,48.7,1339,
18173,Warrick County,IN,58.4,36780,
34023,Middlesex County,NJ,65.1,536812,
45067,Marion County,SC,44.4,13597,
30111,Yellowstone County,MT,47.3,76256,
5057,Hempstead County,AR,35.3,7594,
54017,Doddridge County,WV,4.7,397,
38035,Grand Forks County,ND,51.2,35585,
45069,Marlboro County,SC,39.3,10273,
18129,Posey County,IN,44.4,11282,
56005,Campbell County,WY,26.4,12243,
5101,Newton County,AR,30.9,2392,
49045,Tooele County,UT,50.3,36370,
6049,Modoc County,CA,0,0,
6009,Calaveras County,CA,58,26639,
17141,Ogle County,IL,51.9,26303,
29223,Wayne County,MO,33.5,4314,
26129,Ogemaw County,MI,42.3,8886,
35043,Sandoval County,NM,64.5,94679,
25005,Bristol County,MA,58.6,331490,
19187,Webster County,IA,53.2,19085,
48303,Lubbock County,TX,44.3,137480,
20075,Hamilton County,KS,35.8,910,
48079,Cochran County,TX,36.5,1041,
50015,Lamoille County,VT,55.5,14081,
72025,Caguas Municipio,PR,72.3,90140,
41055,Sherman County,OR,54,962,
17075,Iroquois County,IL,45.8,12421,
25015,Hampshire County,MA,59.8,96214,
1073,Jefferson County,AL,52.1,343348,
16067,Minidoka County,ID,34.2,7193,
28015,Carroll County,MS,37.8,3764,
35009,Curry County,NM,44.9,21983,
38085,Sioux County,ND,40.2,1701,
72054,Florida Municipio,PR,77.6,8778,
13089,DeKalb County,GA,33,250892,
38053,McKenzie County,ND,19.4,2919,
13205,Mitchell County,GA,22.8,4979,
48025,Bee County,TX,45.5,14826,
36015,Chemung County,NY,54.1,45157,
48141,El Paso County,TX,69.2,580588,
19099,Jasper County,IA,53.9,20053,
28033,DeSoto County,MS,48.2,89114,
16005,Bannock County,ID,43,37777,
29083,Henry County,MO,41.9,9138,
46063,Harding County,SD,17.6,228,
54105,Wirt County,WV,6.5,377,
31067,Gage County,NE,39.7,8536,
51700,Newport News city,VA,49.2,88124,
UNK,Unknown County,WY,0,9315,
36003,Allegany County,NY,39.5,18219,
45017,Calhoun County,SC,35.8,5207,
36081,Queens County,NY,75.3,1696758,
16009,Benewah County,ID,44.5,4136,
37033,Caswell County,NC,46.2,10438,
28069,Kemper County,MS,40.9,3986,
48211,Hemphill County,TX,38.2,1459,
1005,Barbour County,AL,39.3,9696,
26133,Osceola County,MI,39.3,9220,
78030,St. Thomas Island,VI,0,20172,
56025,Natrona County,WY,39.9,31889,
6083,Santa Barbara County,CA,62.9,280748,
21223,Trimble County,KY,39.5,3344,
19121,Madison County,IA,49.7,8128,
18135,Randolph County,IN,41.7,10293,
42109,Snyder County,PA,43,17351,
28101,Newton County,MS,47.8,10044,
29035,Carter County,MO,30.5,1824,
46085,Lyman County,SD,54.1,2047,
13029,Bryan County,GA,34.3,13584,
46023,Charles Mix County,SD,48,4464,
31101,Keith County,NE,33.8,2715,
47121,Meigs County,TN,63.7,7919,
24023,Garrett County,MD,45,13058,
42091,Montgomery County,PA,63.5,527801,
48137,Edwards County,TX,34.8,673,
16053,Jerome County,ID,36.7,8951,
54103,Wetzel County,WV,10.9,1637,
47091,Johnson County,TN,34.5,6135,
25017,Middlesex County,MA,71.2,1147884,
55105,Rock County,WI,62.7,102437,
48119,Delta County,TX,32.8,1748,
13285,Troup County,GA,22.2,15538,
21075,Fulton County,KY,52.9,3159,
18179,Wells County,IN,38.9,11005,
46011,Brookings County,SD,45.9,16117,
13085,Dawson County,GA,14,3647,
20115,Marion County,KS,44.8,5322,
46101,Moody County,SD,43.4,2854,
2016,Aleutians West Census Area,AK,56.5,3184,
46019,Butte County,SD,36,3755,
19137,Montgomery County,IA,51.9,5148,
54073,Pleasants County,WV,14.1,1051,
42075,Lebanon County,PA,51.9,73592,
UNK,Unknown County,WA,0,191684,
1059,Franklin County,AL,40,12549,
37051,Cumberland County,NC,57.8,193884,
56037,Sweetwater County,WY,41.3,17503,
22067,Morehouse Parish,LA,41.1,10216,
18015,Carroll County,IN,31.9,6463,
26141,Presque Isle County,MI,56.9,7164,
21211,Shelby County,KY,42,20607,
29059,Dallas County,MO,32.8,5533,
37013,Beaufort County,NC,50.1,23565,
17035,Cumberland County,IL,35.8,3852,
48429,Stephens County,TX,33.8,3163,
51027,Buchanan County,VA,44.1,9272,
47075,Haywood County,TN,47.3,8181,
26137,Otsego County,MI,51.8,12789,
16013,Blaine County,ID,69.1,15917,
44003,Kent County,RI,71.5,117458,
16063,Lincoln County,ID,35,1880,
13095,Dougherty County,GA,25.4,22305,
72083,Las Marias Municipio,PR,79,6263,
18111,Newton County,IN,29.3,4098,
UNK,Unknown County,KY,0,139558,
51735,Poquoson city,VA,43.5,5343,
47123,Monroe County,TN,40.3,18749,
36065,Oneida County,NY,56.7,129713,
55095,Polk County,WI,46.8,20470,
13181,Lincoln County,GA,20.9,1652,
72027,Camuy Municipio,PR,71.1,21674,
17169,Schuyler County,IL,47.4,3205,
20131,Nemaha County,KS,49.2,5037,
12121,Suwannee County,FL,34.8,15435,
47083,Houston County,TN,38.5,3157,
18147,Spencer County,IN,41.6,8427,
29021,Buchanan County,MO,34.9,30488,
16037,Custer County,ID,41.9,1807,
18077,Jefferson County,IN,51.7,16704,
51173,Smyth County,VA,44.6,13418,
41033,Josephine County,OR,47.2,41336,
22055,Lafayette Parish,LA,46,112527,
33015,Rockingham County,NH,60.7,188059,
46021,Campbell County,SD,62,853,
53013,Columbia County,WA,43.8,1747,
48125,Dickens County,TX,30.8,682,
UNK,Unknown County,AL,0,165237,
53047,Okanogan County,WA,63,26596,
51011,Appomattox County,VA,32,5099,
28151,Washington County,MS,45.1,19820,
13309,Wheeler County,GA,11.3,884,
37161,Rutherford County,NC,37.6,25223,
20099,Labette County,KS,45.5,8918,
19157,Poweshiek County,IA,54.1,10015,
19077,Guthrie County,IA,54.4,5818,
20187,Stanton County,KS,45.9,921,
39059,Guernsey County,OH,41,15957,
21057,Cumberland County,KY,40.2,2662,
28063,Jefferson County,MS,63,4407,
47013,Campbell County,TN,40.1,15983,
53077,Yakima County,WA,55.2,138489,
46015,Brule County,SD,48.1,2549,
8077,Mesa County,CO,45.2,69699,
55127,Walworth County,WI,49.2,51077,
5015,Carroll County,AR,42.6,12103,
48173,Glasscock County,TX,38.7,545,
1077,Lauderdale County,AL,42.4,39312,
12033,Escambia County,FL,49.4,157292,
19105,Jones County,IA,54.5,11280,
47131,Obion County,TN,37.2,11184,
55059,Kenosha County,WI,53.6,90825,
13011,Banks County,GA,14.8,2842,
40009,Beckham County,OK,37.8,8271,
21221,Trigg County,KY,43.5,6370,
48073,Cherokee County,TX,35.4,18650,
51177,Spotsylvania County,VA,42.4,57784,
31093,Howard County,NE,39.4,2540,
20105,Lincoln County,KS,41.1,1216,
28019,Choctaw County,MS,32.9,2699,
1079,Lawrence County,AL,43.2,14223,
36031,Essex County,NY,65.8,24279,
26047,Emmet County,MI,68.5,22903,
42113,Sullivan County,PA,47.5,2881,
37137,Pamlico County,NC,50.9,6474,
29207,Stoddard County,MO,36.7,10642,
35013,Dona Ana County,NM,66.9,145926,
47021,Cheatham County,TN,46.2,18794,
29141,Morgan County,MO,34.8,7174,
UNK,Unknown County,ND,0,28688,
39145,Scioto County,OH,45.3,34124,
50009,Essex County,VT,35.8,2206,
8085,Montrose County,CO,43.6,18640,
6091,Sierra County,CA,0,0,
13245,Richmond County,GA,35.2,71310,
16019,Bonneville County,ID,43.3,51496,
1069,Houston County,AL,38.9,41204,
39119,Muskingum County,OH,44.4,38307,
48273,Kleberg County,TX,56.5,17336,
28147,Walthall County,MS,37.2,5312,
36085,Richmond County,NY,64.5,307194,
UNK,Unknown County,ID,0,19178,
28037,Franklin County,MS,43.7,3367,
27003,Anoka County,MN,52.5,187228,
20001,Allen County,KS,41.1,5089,
31001,Adams County,NE,38.5,12068,
26035,Clare County,MI,43.4,13447,
22093,St. James Parish,LA,46.1,9724,
39155,Trumbull County,OH,50.4,99815,
40109,Oklahoma County,OK,58,462484,
54063,Monroe County,WV,30.1,4002,
48167,Galveston County,TX,54.8,187614,
20123,Mitchell County,KS,49.9,2982,
36033,Franklin County,NY,59.2,29599,
45047,Greenwood County,SC,44.7,31634,
48449,Titus County,TX,34.3,11222,
72151,Yabucoa Municipio,PR,68.4,22076,
12037,Franklin County,FL,45.4,5502,
17055,Franklin County,IL,41.1,15820,
42131,Wyoming County,PA,57.7,15463,
37057,Davidson County,NC,43.1,72174,
46027,Clay County,SD,60.8,8561,
8029,Delta County,CO,43.9,13669,
18079,Jennings County,IN,37.2,10312,
37169,Stokes County,NC,42.7,19447,
51750,Radford city,VA,34.5,6305,
39057,Greene County,OH,59.6,100622,
UNK,Unknown County,MP,0,35238,
37125,Moore County,NC,52.3,52772,
38071,Ramsey County,ND,52.4,6040,
37145,Person County,NC,51.3,20262,
17193,White County,IL,45,6093,
12087,Monroe County,FL,71.2,52857,
36021,Columbia County,NY,68.5,40719,
39121,Noble County,OH,39.6,5713,
31031,Cherry County,NE,31.5,1793,
16077,Power County,ID,42.5,3265,
25011,Franklin County,MA,61.1,42910,
37009,Ashe County,NC,48.2,13108,
47011,Bradley County,TN,38.2,41278,
48203,Harrison County,TX,36.5,24308,
48157,Fort Bend County,TX,63.8,517462,
12071,Lee County,FL,57.1,439940,
5005,Baxter County,AR,43.9,18407,
21007,Ballard County,KY,34.4,2716,
38007,Billings County,ND,19.9,185,
13171,Lamar County,GA,14.8,2830,
39077,Huron County,OH,43.6,25423,
37017,Bladen County,NC,45.1,14746,
22109,Terrebonne Parish,LA,41.1,45401,
UNK,Unknown County,NH,0,51100,
39061,Hamilton County,OH,56.5,461722,
40087,McClain County,OK,44.2,17882,
46037,Day County,SD,58.6,3181,
51163,Rockbridge County,VA,44.6,10071,
1067,Henry County,AL,40.9,7034,
8035,Douglas County,CO,65.8,230994,
48275,Knox County,TX,36.5,1336,
27109,Olmsted County,MN,68.5,108483,
19189,Winnebago County,IA,48.8,5054,
21089,Greenup County,KY,47.8,16766,
6029,Kern County,CA,45.9,413376,
13107,Emanuel County,GA,30,6787,
29043,Christian County,MO,42.4,37542,
31117,McPherson County,NE,13.2,65,
55025,Dane County,WI,74.4,406996,
53005,Benton County,WA,51.2,104682,
31185,York County,NE,48.3,6607,
46031,Corson County,SD,32.5,1327,
72069,Humacao Municipio,PR,72.4,36689,
UNK,Unknown County,NY,0,320235,
48071,Chambers County,TX,42.1,18438,
35035,Otero County,NM,53.1,35862,
38077,Richland County,ND,47.1,7612,
29139,Montgomery County,MO,45.3,5237,
37151,Randolph County,NC,39.8,57175,
56033,Sheridan County,WY,46.2,14091,
51650,Hampton city,VA,56,75260,
37031,Carteret County,NC,53,36814,
17149,Pike County,IL,37.3,5809,
51187,Warren County,VA,35.6,14289,
2240,Southeast Fairbanks Census Area,AK,30.6,2106,
32001,Churchill County,NV,44.4,11064,
48013,Atascosa County,TX,45.4,23243,
37099,Jackson County,NC,48.2,21187,
39157,Tuscarawas County,OH,40.6,37384,
1033,Colbert County,AL,44.2,24434,
13061,Clay County,GA,37.4,1061,
8037,Eagle County,CO,74.4,41024,
17059,Gallatin County,IL,48.7,2350,
24011,Caroline County,MD,52.1,17416,
18167,Vigo County,IN,46.6,49903,
6077,San Joaquin County,CA,54.9,418616,
29145,Newton County,MO,23.7,13794,
45049,Hampton County,SC,58.8,11303,
29133,Mississippi County,MO,40.4,5330,
21229,Washington County,KY,46.7,5646,
46107,Potter County,SD,54.7,1178,
42083,McKean County,PA,36.9,14993,
48463,Uvalde County,TX,48.8,13041,
53075,Whitman County,WA,42.1,21110,
21131,Leslie County,KY,48.1,4755,
5079,Lincoln County,AR,31.9,4161,
28105,Oktibbeha County,MS,47.5,23548,
17057,Fulton County,IL,52.4,17982,
20197,Wabaunsee County,KS,43.4,3007,
37199,Yancey County,NC,46.7,8443,
13197,Marion County,GA,18,1506,
20125,Montgomery County,KS,41.7,13259,
47115,Marion County,TN,41.6,12015,
53011,Clark County,WA,58.5,285711,
30025,Fallon County,MT,31.1,884,
39105,Meigs County,OH,40.3,9230,
39007,Ashtabula County,OH,47.6,46259,
26123,Newaygo County,MI,41.4,20284,
54007,Braxton County,WV,12.4,1734,
UNK,Unknown County,OK,0,123319,
31115,Loup County,NE,28,186,
36111,Ulster County,NY,66,117187,
53031,Jefferson County,WA,72.3,23284,
51025,Brunswick County,VA,47.1,7651,
37027,Caldwell County,NC,43.2,35526,
48193,Hamilton County,TX,48,4063,
40047,Garfield County,OK,45.5,27797,
55133,Waukesha County,WI,63.7,257495,
19023,Butler County,IA,53.7,7757,
40071,Kay County,OK,38.6,16815,
25001,Barnstable County,MA,5.4,11604,
46119,Sully County,SD,40.8,568,
21053,Clinton County,KY,36.9,3773,
9007,Middlesex County,CT,76.9,124881,
1061,Geneva County,AL,35.1,9222,
48505,Zapata County,TX,56.3,7983,
22101,St. Mary Parish,LA,41.3,20392,
41039,Lane County,OR,63.4,242284,
21021,Boyle County,KY,51.9,15596,
5147,Woodruff County,AR,52.5,3321,
20067,Grant County,KS,42.8,3061,
51830,Williamsburg city,VA,38.9,5822,
48023,Baylor County,TX,38.7,1358,
27083,Lyon County,MN,51.9,13229,
30015,Chouteau County,MT,29,1635,
45003,Aiken County,SC,42.8,73134,
55087,Outagamie County,WI,58.2,109273,
,,,,,193330167
