FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,
5051,Garland County,AR,41.6,41389,
13247,Rockdale County,GA,19.5,17761,
48107,Crosby County,TX,41.1,2357,
22105,Tangipahoa Parish,LA,42.1,56726,
13087,Decatur County,GA,39.5,10427,
31121,Merrick County,NE,39.8,3083,
31049,Deuel County,NE,31.2,560,
47149,Rutherford County,TN,48.5,161137,
39035,Cuyahoga County,OH,58.3,719818,
21141,Logan County,KY,47,12746,
31007,Banner County,NE,27.9,208,
39045,Fairfield County,OH,51.7,81391,
30017,Custer County,MT,40.3,4592,
54095,Tyler County,WV,19.3,1658,
49029,Morgan County,UT,45.8,5556,
18029,Dearborn County,IN,56.3,27844,
49005,Cache County,UT,49.8,63900,
39071,Highland County,OH,34.5,14873,
54071,Pendleton County,WV,38.3,2667,
12095,Orange County,FL,62.6,871982,
13069,Coffee County,GA,28.3,12243,
8117,Summit County,CO,77.4,24007,
19163,Scott County,IA,54.5,94188,
21039,Carlisle County,KY,38,1811,
20103,Leavenworth County,KS,54.7,44723,
47053,Gibson County,TN,41.3,20304,
32015,Lander County,NV,35.6,1971,
38011,Bowman County,ND,36.4,1102,
72115,Quebradillas Municipio,PR,75.1,17211,
47051,Franklin County,TN,37.6,15876,
8115,Sedgwick County,CO,47.6,1069,
48383,Reagan County,TX,37,1423,
48367,Parker County,TX,41.5,59248,
31091,Hooker County,NE,39.3,268,
21051,Clay County,KY,40.4,8033,
46123,Tripp County,SD,41.3,2247,
8099,Prowers County,CO,38.9,4739,
51630,Fredericksburg city,VA,38.1,11074,
48305,Lynn County,TX,35.5,2114,
5023,Cleburne County,AR,40.6,10105,
24009,Calvert County,MD,62.3,57661,
21099,Hart County,KY,32.5,6187,
54049,Marion County,WV,9.3,5206,
39063,Hancock County,OH,46.6,35343,
44007,Providence County,RI,63.5,405796,
20177,Shawnee County,KS,55.6,98255,
19045,Clinton County,IA,50.1,23251,
16083,Twin Falls County,ID,41.1,35707,
19169,Story County,IA,57.6,55906,
8101,Pueblo County,CO,50.9,85812,
28125,Sharkey County,MS,50.2,2171,
13269,Taylor County,GA,29.5,2362,
46025,Clark County,SD,46.5,1738,
38009,Bottineau County,ND,45.4,2855,
39011,Auglaize County,OH,36.3,16557,
29071,Franklin County,MO,50.5,52479,
18019,Clark County,IN,55.7,65865,
29163,Pike County,MO,35.1,6418,
56003,Big Horn County,WY,34,4014,
31099,Kearney County,NE,43.3,2813,
30037,Golden Valley County,MT,41.7,342,
48221,Hood County,TX,44.5,27457,
27115,Pine County,MN,44.6,13198,
47147,Robertson County,TN,47.7,34224,
48421,Sherman County,TX,30.9,935,
47037,Davidson County,TN,58.9,408677,
UNK,Unknown County,PR,0,99149,
72103,Naguabo Municipio,PR,57.6,14842,
2158,Kusilvak Census Area,AK,59.4,4940,
48283,La Salle County,TX,57.5,4324,
37019,Brunswick County,NC,56.7,81014,
48155,Foard County,TX,39.7,459,
40007,Beaver County,OK,28.4,1506,
29179,Reynolds County,MO,24.2,1515,
28157,Wilkinson County,MS,58.7,5069,
5113,Polk County,AR,32.3,6444,
51775,Salem city,VA,46.7,11803,
24037,St. Mary's County,MD,61.3,69562,
48405,San Augustine County,TX,37.3,3070,
5047,Franklin County,AR,45.1,7985,
27047,Freeborn County,MN,52.3,15824,
20057,Ford County,KS,38.5,12959,
27043,Faribault County,MN,53.1,7247,
46051,Grant County,SD,44,3101,
51037,Charlotte County,VA,37.1,4412,
48311,McMullen County,TX,42.5,316,
51678,Lexington city,VA,38.9,2900,
51197,Wythe County,VA,36.2,10379,
48075,Childress County,TX,43.6,3189,
53045,Mason County,WA,55.1,36768,
30093,Silver Bow County,MT,57.2,19980,
48207,Haskell County,TX,34,1924,
5135,Sharp County,AR,35.6,6210,
42023,Cameron County,PA,55.9,2484,
20169,Saline County,KS,45.5,24683,
17069,Hardin County,IL,36.6,1400,
5085,Lonoke County,AR,43.4,31812,
39125,Paulding County,OH,39.3,7346,
30001,Beaverhead County,MT,50.4,4767,
47017,Carroll County,TN,44.2,12286,
12059,Holmes County,FL,26.8,5249,
72137,Toa Baja Municipio,PR,69.7,51779,
20023,Cheyenne County,KS,41.6,1104,
46083,Lincoln County,SD,51.5,31510,
22079,Rapides Parish,LA,45.1,58446,
39023,Clark County,OH,47.2,63305,
48279,Lamb County,TX,38.4,4949,
1001,Autauga County,AL,36.5,20373,
48437,Swisher County,TX,36.6,2706,
53061,Snohomish County,WA,62.8,516476,
17137,Morgan County,IL,50,16830,
50013,Grand Isle County,VT,72.6,5255,
39081,Jefferson County,OH,45.7,29839,
26033,Chippewa County,MI,64.8,24217,
35011,De Baca County,NM,46.1,805,
29089,Howard County,MO,40.3,4032,
45057,Lancaster County,SC,40.8,39994,
48015,Austin County,TX,43.5,13075,
17015,Carroll County,IL,57.6,8244,
6063,Plumas County,CA,0,0,
30011,Carter County,MT,28.4,356,
27127,Redwood County,MN,49.3,7478,
47031,Coffee County,TN,42.1,23815,
42071,Lancaster County,PA,58.9,321525,
30109,Wibaux County,MT,26,252,
48347,Nacogdoches County,TX,41.3,26929,
72011,Anasco Municipio,PR,68.9,18025,
31079,Hall County,NE,42.9,26305,
1027,Clay County,AL,39,5158,
8051,Gunnison County,CO,63.6,11108,
13201,Miller County,GA,23.3,1332,
38079,Rolette County,ND,55.5,7873,
42089,Monroe County,PA,56.6,96407,
53059,Skamania County,WA,35.6,4304,
13235,Pulaski County,GA,15.8,1762,
42105,Potter County,PA,31.5,5205,
37197,Yadkin County,NC,45.3,17054,
48101,Cottle County,TX,31.4,439,
16059,Lemhi County,ID,41.8,3353,
22075,Plaquemines Parish,LA,55.9,12978,
24045,Wicomico County,MD,50.3,52101,
27055,Houston County,MN,55.9,10393,
12035,Flagler County,FL,58.5,67314,
26065,Ingham County,MI,53,155119,
12047,Hamilton County,FL,33.2,4791,
5141,Van Buren County,AR,39.4,6520,
18119,Owen County,IN,39.7,8267,
13267,Tattnall County,GA,14.8,3738,
8109,Saguache County,CO,32.8,2236,
5021,Clay County,AR,42.2,6145,
13265,Taliaferro County,GA,22.7,349,
40151,Woods County,OK,38.1,3346,
13271,Telfair County,GA,18.6,2953,
22057,Lafourche Parish,LA,40.9,39927,
20185,Stafford County,KS,41.9,1741,
31009,Blaine County,NE,24.3,113,
47071,Hardin County,TN,37.5,9628,
72009,Aibonito Municipio,PR,81.4,17999,
72121,Sabana Grande Municipio,PR,75.4,16365,
48053,Burnet County,TX,47.7,22990,
17199,Williamson County,IL,50.3,33513,
1111,Randolph County,AL,30.9,7020,
37181,Vance County,NC,50.8,22621,
28121,Rankin County,MS,47.5,73733,
29219,Warren County,MO,38.7,13812,
16011,Bingham County,ID,39.8,18614,
51007,Amelia County,VA,33.7,4424,
72039,Ciales Municipio,PR,75.2,11881,
55023,Crawford County,WI,53.4,8620,
72129,San Lorenzo Municipio,PR,69,24838,
42013,Blair County,PA,46.9,57180,
48001,Anderson County,TX,36.2,20923,
19167,Sioux County,IA,38.8,13510,
UNK,Unknown County,CA,0,659227,
5077,Lee County,AR,30.4,2694,
48003,Andrews County,TX,40.3,7543,
35023,Hidalgo County,NM,53.7,2253,
20061,Geary County,KS,59.9,18960,
37077,Granville County,NC,55.9,33809,
48381,Randall County,TX,42.1,57934,
13145,Harris County,GA,21.5,7563,
46109,Roberts County,SD,62.7,6521,
36009,Cattaraugus County,NY,50.7,38591,
53015,Cowlitz County,WA,54.1,59844,
19065,Fayette County,IA,50.8,9992,
40015,Caddo County,OK,57.9,16649,
UNK,Unknown County,DC,0,21312,
55101,Racine County,WI,54.7,107390,
51153,Prince William County,VA,64.6,303646,
29079,Grundy County,MO,32.8,3231,
37055,Dare County,NC,68.8,25472,
1057,Fayette County,AL,31.7,5169,
5059,Hot Spring County,AR,39.5,13326,
21001,Adair County,KY,35.4,6798,
8019,Clear Creek County,CO,45.5,4411,
47181,Wayne County,TN,38.1,6359,
39055,Geauga County,OH,56.2,52636,
18083,Knox County,IN,46.5,16999,
48485,Wichita County,TX,47.6,62948,
53023,Garfield County,WA,36.7,817,
29111,Lewis County,MO,31.7,3100,
55043,Grant County,WI,50.7,26094,
40037,Creek County,OK,39.6,28334,
48159,Franklin County,TX,33.3,3572,
UNK,Unknown County,AZ,0,89673,
6101,Sutter County,CA,52.9,51322,
18039,Elkhart County,IN,39.1,80579,
46059,Hand County,SD,43.9,1401,
37003,Alexander County,NC,41.3,15492,
26139,Ottawa County,MI,53.1,154974,
31161,Sheridan County,NE,29.1,1529,
29105,Laclede County,MO,34.2,12201,
42053,Forest County,PA,69.3,5022,
39141,Ross County,OH,46.3,35499,
47087,Jackson County,TN,31.4,3703,
42041,Cumberland County,PA,64.1,162526,
6085,Santa Clara County,CA,76.6,1475874,
48319,Mason County,TX,44,1881,
46089,McPherson County,SD,13,309,
54069,Ohio County,WV,13.1,5439,
51075,Goochland County,VA,62.2,14764,
55029,Door County,WI,72.5,20050,
20065,Graham County,KS,67.4,1672,
27133,Rock County,MN,49.6,4623,
48503,Young County,TX,37.9,6817,
56007,Carbon County,WY,40.4,5983,
17021,Christian County,IL,43.5,14039,
22001,Acadia Parish,LA,48.6,30163,
48061,Cameron County,TX,66.1,279833,
28067,Jones County,MS,39.3,26768,
55111,Sauk County,WI,57.6,37136,
47163,Sullivan County,TN,51.8,82071,
22125,West Feliciana Parish,LA,82.8,12896,
47139,Polk County,TN,39.1,6582,
47089,Jefferson County,TN,46.3,25227,
38051,McIntosh County,ND,40.4,1010,
31131,Otoe County,NE,50.9,8154,
30057,Madison County,MT,41.5,3573,
35059,Union County,NM,42.4,1721,
42025,Carbon County,PA,58.9,37802,
19117,Lucas County,IA,42.6,3666,
27075,Lake County,MN,61.5,6549,
13153,Houston County,GA,36.9,58200,
5121,Randolph County,AR,36.6,6579,
46105,Perkins County,SD,30.3,867,
12041,Gilchrist County,FL,33.5,6226,
72037,Ceiba Municipio,PR,67.3,7334,
27159,Wadena County,MN,45.5,6220,
45051,Horry County,SC,52.2,184701,
17037,DeKalb County,IL,50.8,53315,
13009,Baldwin County,GA,15.5,6974,
12057,Hillsborough County,FL,55.6,818730,
1021,Chilton County,AL,32,14197,
16049,Idaho County,ID,27.3,4557,
30031,Gallatin County,MT,53.4,61121,
33001,Belknap County,NH,57.3,35100,
24031,Montgomery County,MD,78.3,823044,
28149,Warren County,MS,52.7,23914,
48281,Lampasas County,TX,42.6,9120,
40077,Latimer County,OK,31.4,3163,
37015,Bertie County,NC,46.1,8731,
33007,Coos County,NH,59.2,18693,
47113,Madison County,TN,50.2,49170,
46077,Kingsbury County,SD,60.7,2999,
19075,Grundy County,IA,57.7,7063,
22043,Grant Parish,LA,38.9,8706,
48245,Jefferson County,TX,45.7,114970,
6023,Humboldt County,CA,59.3,80388,
21203,Rockcastle County,KY,36,6016,
21189,Owsley County,KY,42.7,1887,
21079,Garrard County,KY,43.8,7731,
21003,Allen County,KY,36.3,7727,
28085,Lincoln County,MS,35.4,12093,
38089,Stark County,ND,33,10388,
72019,Barranquitas Municipio,PR,65.6,18175,
48397,Rockwall County,TX,52.6,55210,
21077,Gallatin County,KY,37.4,3316,
49053,Washington County,UT,46.2,82016,
27151,Swift County,MN,52.8,4890,
2013,Aleutians East Borough,AK,69.6,2324,
UNK,Unknown County,SD,0,17467,
29181,Ripley County,MO,26.6,3530,
34015,Gloucester County,NJ,55.7,162469,
27079,Le Sueur County,MN,43.7,12629,
39051,Fulton County,OH,48.4,20391,
17033,Crawford County,IL,44.9,8379,
55067,Langlade County,WI,50.1,9620,
35017,Grant County,NM,62.9,16994,
23005,Cumberland County,ME,78.8,232344,
45025,Chesterfield County,SC,33.3,15219,
20119,Meade County,KS,36.8,1484,
35039,Rio Arriba County,NM,69.8,27175,
48153,Floyd County,TX,41.8,2389,
72075,Juana Diaz Municipio,PR,65.5,29252,
72045,Comerio Municipio,PR,61.3,11431,
42121,Venango County,PA,41,20785,
47187,Williamson County,TN,60,142932,
5095,Monroe County,AR,50.7,3395,
72097,Mayaguez Municipio,PR,71.9,51417,
45023,Chester County,SC,41.7,13430,
1089,Madison County,AL,54.8,204216,
27039,Dodge County,MN,54.3,11358,
47063,Hamblen County,TN,39.2,25439,
50005,Caledonia County,VT,32.8,9850,
21107,Hopkins County,KY,47,21009,
21017,Bourbon County,KY,51.4,10174,
12133,Washington County,FL,29.7,7566,
40105,Nowata County,OK,38.2,3848,
13199,Meriwether County,GA,25.3,5359,
53053,Pierce County,WA,57.5,520053,
48033,Borden County,TX,31.7,207,
27085,McLeod County,MN,52.6,18862,
55099,Price County,WI,57.3,7654,
4025,Yavapai County,AZ,42,98645,
UNK,Unknown County,FM,0,41746,
18095,Madison County,IN,48.3,62628,
22115,Vernon Parish,LA,47.3,22435,
28075,Lauderdale County,MS,46.5,34461,
27045,Fillmore County,MN,63,13265,
30065,Musselshell County,MT,31.8,1473,
48249,Jim Wells County,TX,49.3,19968,
21023,Bracken County,KY,42.9,3560,
17087,Johnson County,IL,45,5591,
37103,Jones County,NC,46.5,4382,
20019,Chautauqua County,KS,37.8,1230,
37035,Catawba County,NC,50.1,79869,
37119,Mecklenburg County,NC,55.9,620951,
51065,Fluvanna County,VA,57.6,15717,
36049,Lewis County,NY,47.7,12541,
46033,Custer County,SD,47,4221,
31097,Johnson County,NE,50.1,2539,
1103,Morgan County,AL,39.7,47529,
48019,Bandera County,TX,42.2,9754,
17085,Jo Daviess County,IL,71.6,15197,
27153,Todd County,MN,38.4,9462,
26113,Missaukee County,MI,44.3,6694,
19021,Buena Vista County,IA,61.9,12143,
6005,Amador County,CA,50.7,20147,
27093,Meeker County,MN,43.3,10060,
72113,Ponce Municipio,PR,78.1,103054,
26159,Van Buren County,MI,52.1,39423,
48253,Jones County,TX,40.3,8088,
29185,St. Clair County,MO,31.9,2998,
31055,Douglas County,NE,58.8,335762,
22085,Sabine Parish,LA,34.3,8196,
19017,Bremer County,IA,55.2,13843,
48451,Tom Green County,TX,47.5,56609,
13139,Hall County,GA,30.6,62507,
16065,Madison County,ID,44.5,17773,
55078,Menominee County,WI,70.8,3227,
26117,Montcalm County,MI,39.1,25008,
45059,Laurens County,SC,35.4,23886,
20165,Rush County,KS,46.7,1419,
23027,Waldo County,ME,64.9,25769,
54065,Morgan County,WV,5.7,1017,
51101,King William County,VA,48.3,8282,
5027,Columbia County,AR,44,10328,
54075,Pocahontas County,WV,24,1983,
27021,Cass County,MN,51,15173,
45065,McCormick County,SC,55.9,5290,
40017,Canadian County,OK,52.3,77520,
18013,Brown County,IN,46.9,7085,
27095,Mille Lacs County,MN,52.6,13826,
28079,Leake County,MS,43.2,9842,
46039,Deuel County,SD,41.7,1815,
55075,Marinette County,WI,49.1,19832,
27171,Wright County,MN,48.9,67631,
40069,Johnston County,OK,38,4212,
19179,Wapello County,IA,45.6,15947,
30019,Daniels County,MT,38.8,656,
26045,Eaton County,MI,52.8,58182,
16007,Bear Lake County,ID,40.3,2470,
1099,Monroe County,AL,40,8301,
19115,Louisa County,IA,48.4,5337,
23003,Aroostook County,ME,62.9,42148,
18071,Jackson County,IN,48.8,21565,
UNK,Unknown County,RI,0,55396,
28161,Yalobusha County,MS,60.5,7331,
40111,Okmulgee County,OK,39.3,15121,
48117,Deaf Smith County,TX,38.8,7200,
36061,New York County,NY,75.1,1222532,
47029,Cocke County,TN,46.1,16605,
36017,Chenango County,NY,55.9,26412,
41009,Columbia County,OR,55.9,29245,
26021,Berrien County,MI,51.8,79398,
18149,Starke County,IN,34,7828,
13223,Paulding County,GA,20.9,35194,
28029,Copiah County,MS,48.9,13737,
28117,Prentiss County,MS,39.6,9938,
2050,Bethel Census Area,AK,59,10839,
UNK,Unknown County,PW,0,15780,
27053,Hennepin County,MN,66.4,840504,
51680,Lynchburg city,VA,30.4,24962,
37135,Orange County,NC,68.1,101139,
55015,Calumet County,WI,51.2,25630,
37101,Johnston County,NC,46.6,97645,
13217,Newton County,GA,18.7,20866,
13239,Quitman County,GA,12.4,286,
17039,De Witt County,IL,48.3,7550,
21047,Christian County,KY,30.7,21618,
48441,Taylor County,TX,44.9,61967,
35033,Mora County,NM,59.2,2675,
54013,Calhoun County,WV,12.9,914,
2130,Ketchikan Gateway Borough,AK,58.9,8190,
2275,Wrangell City and Borough,AK,54.5,1364,
13249,Schley County,GA,19.2,1009,
49035,Salt Lake County,UT,60.3,700198,
36121,Wyoming County,NY,46.9,18680,
48229,Hudspeth County,TX,59,2881,
26063,Huron County,MI,50.9,15769,
19011,Benton County,IA,53.3,13659,
48337,Montague County,TX,32.4,6412,
5037,Cross County,AR,47.7,7833,
39065,Hardin County,OH,34.8,10904,
10001,Kent County,DE,49.2,88887,
47159,Smith County,TN,30.2,6092,
35049,Santa Fe County,NM,73.3,110270,
48223,Hopkins County,TX,36.1,13394,
1129,Washington County,AL,42.7,6965,
26095,Luce County,MI,41.8,2601,
72057,Guayama Municipio,PR,64.5,25439,
48361,Orange County,TX,33.3,27759,
48113,Dallas County,TX,54.1,1426441,
1081,Lee County,AL,35.1,57808,
19095,Iowa County,IA,58.2,9426,
35041,Roosevelt County,NM,34.1,6314,
19067,Floyd County,IA,49.3,7710,
19029,Cass County,IA,54.1,6945,
29061,Daviess County,MO,29.6,2453,
45077,Pickens County,SC,42.9,54374,
72029,Canovanas Municipio,PR,68.9,30789,
13259,Stewart County,GA,19.5,1289,
47065,Hamilton County,TN,52.1,191484,
47157,Shelby County,TN,48.9,458022,
38033,Golden Valley County,ND,27.4,483,
37185,Warren County,NC,50.4,9946,
8021,Conejos County,CO,44,3610,
48377,Presidio County,TX,80.8,5415,
38091,Steele County,ND,42.9,811,
21227,Warren County,KY,34.9,46349,
39025,Clermont County,OH,51.7,106805,
13275,Thomas County,GA,25,11107,
39103,Medina County,OH,58.1,104457,
18099,Marshall County,IN,41.3,19100,
12105,Polk County,FL,51.5,373486,
38027,Eddy County,ND,48.5,1109,
22081,Red River Parish,LA,33,2787,
49049,Utah County,UT,47.7,303503,
37087,Haywood County,NC,52.3,32602,
22033,East Baton Rouge Parish,LA,51.1,224825,
17053,Ford County,IL,50.8,6588,
20059,Franklin County,KS,46.2,11810,
48127,Dimmit County,TX,56.8,5747,
28005,Amite County,MS,36.1,4434,
UNK,Unknown County,SC,0,160981,
28143,Tunica County,MS,46,4426,
5105,Perry County,AR,47.9,5010,
26081,Kent County,MI,56.4,370512,
55049,Iowa County,WI,63.4,15001,
40133,Seminole County,OK,47.7,11575,
12001,Alachua County,FL,60.6,162930,
18049,Fulton County,IN,37.3,7460,
56031,Platte County,WY,37.5,3150,
39009,Athens County,OH,47.1,30767,
17013,Calhoun County,IL,42.2,2000,
35037,Quay County,NM,44.3,3653,
51077,Grayson County,VA,38.6,5996,
13101,Echols County,GA,15.7,630,
39133,Portage County,OH,52.1,84595,
2195,Petersburg Census Area,AK,67.7,2211,
18161,Union County,IN,45.5,3212,
23031,York County,ME,73.2,151995,
42073,Lawrence County,PA,50.9,43543,
19183,Washington County,IA,52.7,11569,
22119,Webster Parish,LA,39.5,15153,
36115,Washington County,NY,60.5,37027,
UNK,Unknown County,CO,0,96814,
18051,Gibson County,IN,43.6,14668,
51141,Patrick County,VA,37.2,6555,
35006,Cibola County,NM,61.7,16451,
21207,Russell County,KY,42.2,7557,
13299,Ware County,GA,24.2,8633,
21233,Webster County,KY,42.6,5514,
17109,McDonough County,IL,44.8,13302,
46045,Edmunds County,SD,41.7,1598,
20191,Sumner County,KS,39.7,9063,
39167,Washington County,OH,49.8,29815,
34029,Ocean County,NJ,49.8,302118,
8107,Routt County,CO,69.2,17741,
32021,Mineral County,NV,51.9,2338,
UNK,Unknown County,TN,0,71165,
40019,Carter County,OK,39.8,19163,
8083,Montezuma County,CO,56.4,14771,
17157,Randolph County,IL,47.1,14967,
72067,Hormigueros Municipio,PR,73.3,11371,
18001,Adams County,IN,30.9,11060,
46029,Codington County,SD,49.7,13925,
20087,Jefferson County,KS,49.5,9423,
53041,Lewis County,WA,46.9,37871,
47093,Knox County,TN,55.1,259115,
21199,Pulaski County,KY,40.9,26559,
28111,Perry County,MS,33.8,4052,
20175,Seward County,KS,40.4,8667,
40033,Cotton County,OK,45.4,2570,
38049,McHenry County,ND,37.5,2154,
38105,Williams County,ND,27,10164,
22061,Lincoln Parish,LA,39,18249,
34011,Cumberland County,NJ,45,67246,
19025,Calhoun County,IA,55.2,5338,
51009,Amherst County,VA,44,13911,
29101,Johnson County,MO,37.2,20102,
55107,Rusk County,WI,37.9,5379,
48425,Somervell County,TX,40.9,3737,
51071,Giles County,VA,42.1,7041,
31061,Franklin County,NE,36,1071,
27029,Clearwater County,MN,39,3437,
4015,Mohave County,AZ,37.5,79595,
37113,Macon County,NC,54.6,19590,
28099,Neshoba County,MS,36.3,10574,
54077,Preston County,WV,32.9,10988,
28027,Coahoma County,MS,46.1,10210,
13103,Effingham County,GA,23.1,14870,
20111,Lyon County,KS,51.7,17170,
41011,Coos County,OR,53.5,34470,
45031,Darlington County,SC,44.2,29468,
46129,Walworth County,SD,43.5,2362,
28145,Union County,MS,36.4,10488,
36041,Hamilton County,NY,79.2,3499,
40141,Tillman County,OK,45.1,3269,
56021,Laramie County,WY,48.7,48409,
49027,Millard County,UT,39.3,5180,
17139,Moultrie County,IL,39.7,5751,
20135,Ness County,KS,48.5,1335,
55137,Waushara County,WI,41.2,10082,
19087,Henry County,IA,49.6,9902,
39149,Shelby County,OH,33,16040,
31087,Hitchcock County,NE,31.3,864,
31065,Furnas County,NE,40.3,1883,
31043,Dakota County,NE,57.8,11578,
2198,Prince of Wales-Hyder Census Area,AK,49.8,3087,
16027,Canyon County,ID,37.7,86702,
19153,Polk County,IA,60.6,296863,
5043,Drew County,AR,43.9,8006,
1115,St. Clair County,AL,35.8,32057,
31063,Frontier County,NE,24.9,653,
48477,Washington County,TX,46.7,16754,
39159,Union County,OH,55.7,32837,
31143,Polk County,NE,38.4,2001,
36011,Cayuga County,NY,54.3,41556,
48469,Victoria County,TX,45,41428,
1019,Cherokee County,AL,29.3,7674,
27173,Yellow Medicine County,MN,53,5144,
51085,Hanover County,VA,55.4,59749,
26163,Wayne County,MI,49.3,862486,
37131,Northampton County,NC,44,8574,
6079,San Luis Obispo County,CA,54.5,154188,
51171,Shenandoah County,VA,45.7,19949,
26029,Charlevoix County,MI,60.8,15883,
6095,Solano County,CA,59,264019,
38067,Pembina County,ND,50.8,3455,
36005,Bronx County,NY,62.8,890951,
22089,St. Charles Parish,LA,50.5,26814,
54089,Summers County,WV,18.4,2312,
48257,Kaufman County,TX,46.3,63097,
21061,Edmonson County,KY,32.2,3912,
8031,Denver County,CO,68.1,495293,
30085,Roosevelt County,MT,58.7,6463,
29151,Osage County,MO,37.2,5064,
6045,Mendocino County,CA,61.1,53036,
42019,Butler County,PA,58.8,110533,
28041,Greene County,MS,34.6,4701,
37085,Harnett County,NC,35.3,47966,
20003,Anderson County,KS,39.7,3123,
35029,Luna County,NM,64.6,15312,
72099,Moca Municipio,PR,70.8,24719,
45015,Berkeley County,SC,43.2,98511,
27125,Red Lake County,MN,52,2108,
56017,Hot Springs County,WY,44.4,1958,
48407,San Jacinto County,TX,31.5,9097,
37165,Scotland County,NC,42.5,14793,
48501,Yoakum County,TX,36.8,3205,
39031,Coshocton County,OH,35.6,13040,
35057,Torrance County,NM,43.7,6750,
13071,Colquitt County,GA,21.3,9733,
17183,Vermilion County,IL,41.6,31517,
27129,Renville County,MN,50.2,7298,
19039,Clarke County,IA,50.1,4707,
54107,Wood County,WV,40,33444,
21093,Hardin County,KY,54.1,60019,
18025,Crawford County,IN,34.9,3690,
27019,Carver County,MN,59.5,62524,
55053,Jackson County,WI,45.8,9452,
6093,Siskiyou County,CA,49.1,21377,
41031,Jefferson County,OR,56.6,13953,
51119,Middlesex County,VA,58.9,6236,
24029,Kent County,MD,62.4,12111,
13073,Columbia County,GA,27.1,42512,
30029,Flathead County,MT,38.5,39969,
1047,Dallas County,AL,40,14894,
47081,Hickman County,TN,38.8,9763,
21049,Clark County,KY,49.5,17950,
48199,Hardin County,TX,34.6,19932,
21231,Wayne County,KY,37.3,7587,
48069,Castro County,TX,37.8,2847,
1037,Coosa County,AL,36.5,3896,
2090,Fairbanks North Star Borough,AK,49.9,48311,
8023,Costilla County,CO,56.1,2179,
UNK,Unknown County,FL,0,168201,
42031,Clarion County,PA,42.2,16210,
24015,Cecil County,MD,52.4,53918,
20167,Russell County,KS,39.8,2727,
21167,Mercer County,KY,49.9,10954,
27007,Beltrami County,MN,57.4,27107,
37189,Watauga County,NC,49.8,27996,
37073,Gates County,NC,46.7,5396,
29153,Ozark County,MO,28.7,2636,
31167,Stanton County,NE,25.6,1513,
48185,Grimes County,TX,47,13579,
25013,Hampden County,MA,58.7,273851,
1039,Covington County,AL,35,12960,
56035,Sublette County,WY,30.4,2992,
26061,Houghton County,MI,48.7,17387,
12081,Manatee County,FL,56.8,229117,
46125,Turner County,SD,48.3,4048,
47047,Fayette County,TN,50.9,20917,
55021,Columbia County,WI,61,35088,
8061,Kiowa County,CO,35.3,496,
17171,Scott County,IL,38.8,1920,
18037,Dubois County,IN,53,22631,
5009,Boone County,AR,33.9,12703,
26099,Macomb County,MI,53,463230,
27107,Norman County,MN,55.8,3556,
13075,Cook County,GA,35.9,6207,
18055,Greene County,IN,38,12140,
48005,Angelina County,TX,42.6,36926,
53009,Clallam County,WA,63.5,49109,
8017,Cheyenne County,CO,30.4,556,
27071,Koochiching County,MN,54.9,6717,
45033,Dillon County,SC,41.2,12559,
26017,Bay County,MI,53.3,54926,
34019,Hunterdon County,NJ,63.8,79296,
17071,Henderson County,IL,38.2,2542,
29019,Boone County,MO,55.8,100660,
13303,Washington County,GA,15.9,3247,
42125,Washington County,PA,60.1,124405,
13263,Talbot County,GA,30.7,1900,
51035,Carroll County,VA,31.6,9424,
55069,Lincoln County,WI,51.1,14111,
44009,Washington County,RI,71.6,89936,
33013,Merrimack County,NH,63.8,96570,
45063,Lexington County,SC,49.7,148598,
48259,Kendall County,TX,56.5,26817,
40107,Okfuskee County,OK,42.5,5101,
23009,Hancock County,ME,70.2,38600,
26091,Lenawee County,MI,49,48283,
27057,Hubbard County,MN,43.8,9409,
55005,Barron County,WI,49.4,22352,
1101,Montgomery County,AL,47.5,107489,
38103,Wells County,ND,40.7,1561,
20205,Wilson County,KS,39.8,3391,
51159,Richmond County,VA,39.5,3566,
5041,Desha County,AR,53.3,6052,
27155,Traverse County,MN,58.3,1901,
28007,Attala County,MS,49,8900,
54101,Webster County,WV,31.2,2534,
28153,Wayne County,MS,35.4,7146,
28159,Winston County,MS,44.2,7944,
5069,Jefferson County,AR,39,26030,
1131,Wilcox County,AL,48,4983,
40095,Marshall County,OK,40.9,6928,
6051,Mono County,CA,0,0,
18033,DeKalb County,IN,39.6,17230,
39039,Defiance County,OH,45.1,17190,
51810,Virginia Beach city,VA,53.3,239713,
72145,Vega Baja Municipio,PR,74.3,37155,
8067,La Plata County,CO,65.1,36578,
5111,Poinsett County,AR,41,9635,
37183,Wake County,NC,64.2,714044,
39095,Lucas County,OH,52.2,223755,
19135,Monroe County,IA,42.7,3289,
28049,Hinds County,MS,52.6,122018,
38003,Barnes County,ND,53,5521,
18155,Switzerland County,IN,28.9,3106,
2282,Yakutat City and Borough,AK,70.8,410,
46102,Oglala Lakota County,SD,61.1,8658,
5131,Sebastian County,AR,44.8,57208,
48097,Cooke County,TX,34.7,14309,
13147,Hart County,GA,27.7,7251,
17089,Kane County,IL,59.2,315352,
41043,Linn County,OR,51.8,67180,
51063,Floyd County,VA,36.7,5778,
48165,Gaines County,TX,20,4297,
26101,Manistee County,MI,56.4,13842,
37195,Wilson County,NC,47.6,38931,
27163,Washington County,MN,62.1,162956,
